Statement,,,,Result
"Atlanta Public Schools’ 2011 CRCT tests were ""given under the strictest security possible.""",,,,FALSE
Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,,,,TRUE
"Says Sen. Luther Olsen^ his recall opponent^ supported the sale of state-owned power plants ""not to the highest bidder^ but to the biggest donors"" with no oversight.",,,,barely-true
"Says Sen. Robert Cowles^ her recall opponent^ supported the sale of state-owned power plants ""not to the highest bidder^ but to the biggest donors"" with no oversight.",,,,pants-fire
Tax increases under Michigan Gov. Jennifer Granholm led to state unemployment going from 6.8 percent to 15.3 percent.,,,,barely-true
I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,,,,mostly-true
There’s actually 600 abortions done after the 20th week of pregnancy every year in Ohio.,,,,TRUE
Says Democrats cut $35 million from the state budget for Information Technology improvements.,,,,FALSE
There's no money in Social Security.,,,,FALSE
"There was a ""loss of eight million jobs during the Bush eight years.""",,,,pants-fire
The average Republican voter thinks there should be some revenue as part of this deal.,,,,half-true
One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.,,,,FALSE
[T]his breed (of pit bulls) is most often associated with aggressive behavior.,,,,mostly-true
#Business formation is still on the rise in Ohio! So far in 2011 we’ve assisted w/ 44^443 new business filings.,,,,mostly-true
Says more than eight countries lead the United States in the percentage of college graduates.,,,,mostly-true
"The debt ceiling deal will result in ""the lowest level of annual domestic spending since Dwight Eisenhower was president.""",,,,half-true
If the debt ceiling is surpassed^ our nation will not go into default as some suggest.,,,,half-true
There are no tax increases in this debt limit bill. Period.,,,,mostly-true
The (State Board of Administration) transparency issue got a great airing the last legislative session.,,,,FALSE
For the second quarter in a row^ my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800^000.,,,,TRUE
A Waushara County school closed because of state budget cuts supported by Republican Wisconsin state Sen. Luther Olsen.,,,,half-true
Social Security doesn’t contribute a penny to the deficit.,,,,barely-true
"Under last year’s health care reform^ ""a bunch of bureaucrats decide whether you get care^ such as continuing on dialysis or cancer chemotherapy.""",,,,FALSE
Social Security didn’t cause the debt crisis. Social Security had nothing to do with the debt crisis.,,,,mostly-true
"In contrast to President Barack Obama^ who ""is not acting presidential^"" President Ronald Reagan ""would never go into the Oval Office without his jacket on — that's how much he revered the presidency.""",,,,barely-true
"Says U.S. Rep. Ron Kind’s ""stimulus cost taxpayers $278^000 per job.""",,,,FALSE
Believe it or not^ consumer spending is up over the last eight months.,,,,TRUE
Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,,,,TRUE
(Rep. Bob Goodlatte's) balanced budget amendment does not require a balanced budget.,,,,barely-true
Says New Jersey has fewer jobs since Gov. Chris Christie took office.,,,,FALSE
The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,,,,TRUE
The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,,,,barely-true
"Says opponent David Dewhurst is a ""career politician.""",,,,FALSE
Polls now show a majority of Catholics favor marriage equality.,,,,mostly-true
This is the first time in the history that we've had the raising of a debt limit also with spending cuts.,,,,FALSE
"Since 1965^ the United States has spent ""untold trillions"" yet the poverty rate hasn’t budged.",,,,FALSE
Harry Reid’s plan is basically giving the president a blank check.,,,,FALSE
Our government has spent $2.6 million to teach Chinese prostitutes how to drink responsibly.,,,,half-true
"Says Republican state Sen. Alberta Darling offered ""unqualified support"" for a plan to end Medicare",,,,half-true
When I served as City Commissioner^ we made great strides …we successfully fought for^ and won^ adding women and people of color to the Fire Bureau.,,,,TRUE
"Says that when he was governor of Utah^ he worked with the state Legislature to create a flat tax that ""cut income taxes by 30 percent.""",,,,barely-true
"Says Ohio Treasurer Josh Mandel ""supports allowing the United States to default on its obligations.""",,,,pants-fire
"Michele Bachmann's legislative record is ""offering failed amendments.""",,,,mostly-true
"Says ""over 50 percent of U.S. job growth in June came"" from Wisconsin.",,,,FALSE
Says stores will be barred from selling 100-watt light bulbs as of 2012.,,,,barely-true
Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day.,,,,half-true
"In Europe^ ""church attendance rates (are) in the single digits"" because churches are supported by taxes.",,,,barely-true
The deficit was on track to top $1 trillion the year I took office.,,,,TRUE
Thirty-four of the last 44 (debt ceiling increases) have been for less than a year. So^ this notion that short-term is somehow the exception^ it's actually the rule.,,,,TRUE
"Says Democratic recall opponent Shelly Moore ""opposes any limit on taxes.""",,,,barely-true
The state of Georgia is near the bottom among states for SAT scores and graduation rates.,,,,TRUE
"Says Tim Pawlenty said in 2006^ ""The era of small government is over... the government has to be more proactive and more aggressive.""",,,,mostly-true
The U.S. won't default^ because default means that you don't pay your creditors. And it takes about 10 percent of the money that's coming in right now to pay interest to bondholders.,,,,FALSE
Active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts.,,,,mostly-true
"The House passed ""cut^ cap and balance"" with ""bipartisan support.""",,,,barely-true
President Reagan did it (raised the debt ceiling) 18 times.  George W. Bush did it seven times.,,,,TRUE
"Says state Sen. Randy Hopper^ R-Fond du Lac^ unlike typical taxpayers^ ""didn’t pay taxes""",,,,barely-true
If you're from Guatemala and you are found illegally in Mexico^ you are automatically jailed.,,,,FALSE
"Says unemployment in Trenton is ""twice as much as what we see in every other area of the state"" and^ as a result^ ""we have seen an increase in crime.""",,,,barely-true
When the Republicans were in charge^ they actually expanded government health care with the prescription drug program.,,,,TRUE
Most countries have no debt ceiling.,,,,mostly-true
The nonpartisan CBO^ Congressional Budget Office^ has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003.,,,,half-true
"The 2011-13 state budget ""cuts overall funding for public schools by $1.6 billion""",,,,barely-true
This past (legislative) session^ we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution.,,,,half-true
The Atlanta streetcar is expected to create 930 jobs during construction^ totaling more than 5^600 jobs over the next 20 years.,,,,pants-fire
